도서관명,시도명,시군구명,열람좌석수,자료수
강상작은도서관,경기도,양평군,30,7332
강하작은도서관,경기도,양평군,48,10774
고읍내작은도서관,경기도,양평군,66,6128
서종작은도서관,경기도,양평군,36,19759
청운작은도서관,경기도,양평군,20,5488
개군작은도서관,경기도,양평군,47,4471
영덕공공도서관,경상북도,영덕군,350,70875
예주작은도서관,경상북도,영덕군,28,13500
금호작은도서관,경상북도,영덕군,10,5000
해맑은작은도서관,경상북도,영덕군,10,1300
예주고을작은도서관,경상북도,영덕군,20,2428
영광공공도서관,전라남도,영광군,510,78648
영광군립도서관,전라남도,영광군,203,81386
중앙도서관,경기도,파주시,986,315567
금촌도서관,경기도,파주시,98,65688
문산도서관,경기도,파주시,227,87822
법원도서관,경기도,파주시,158,71646
적성도서관,경기도,파주시,86,44742
행복어린이도서관,경기도,파주시,80,28988
교하도서관,경기도,파주시,573,162854
해솔도서관,경기도,파주시,198,65776
한빛도서관,경기도,파주시,320,67301
가람도서관,경기도,파주시,136,39059
조리도서관,경기도,파주시,92,33414
솔빛도서관,경기도,파주시,131,42051
물푸레도서관,경기도,파주시,125,36499
탄현도서관,경기도,파주시,50,11691
영랑작은도서관,강원도,속초시,15,6925
풀이음작은도서관,강원도,속초시,48,8452
속초시립도서관,강원도,속초시,203,38779
로뎀나무 작은도서관,광주광역시,서구,60,3000
작은도서관 두럭,광주광역시,서구,35,3600
쉼북카페 도서관,광주광역시,서구,30,5000
아이숲어린이도서관,광주광역시,서구,30,1530
지혜의샘,광주광역시,서구,40,6500
풍암전원작은도서관,광주광역시,서구,10,1320
작은도서관 꿈터,광주광역시,서구,10,7000
무등작은도서관,광주광역시,서구,45,6500
중앙나누리 작은도서관,광주광역시,서구,60,4392
화정문고,광주광역시,서구,25,5000
지혜의샘터,광주광역시,서구,20,2300
광주광역시청소년문화의집미소책방,광주광역시,서구,30,8000
월광교회 작은도서관,광주광역시,서구,47,26747
오색종이 신나는 작은도서관,광주광역시,서구,12,2500
교육과희망 작은도서관,광주광역시,서구,15,3000
서구공공도서관,광주광역시,서구,440,57544
서구어린이생태도서관,광주광역시,서구,150,43907
상록도서관,광주광역시,서구,238,43478
광주학생독립,광주광역시,서구,1411,206269
광주학생,광주광역시,서구,696,194139
금호2동작은도서관,광주광역시,서구,60,12000
동천동작은도서관,광주광역시,서구,40,6387
양동작은도서관,광주광역시,서구,30,7202
화정4동작은도서관,광주광역시,서구,20,11638
꿈빛도서관,광주광역시,서구,21,9500
마을도서관 다락,광주광역시,서구,30,3500
해돋는작은도서관,광주광역시,서구,50,1950
쉼터작은도서관,광주광역시,서구,25,1230
고맙습니다 아리솔작은도서관,광주광역시,서구,60,8347
송촌파인힐작은도서관,광주광역시,서구,24,5085
책사랑 작은도서관,광주광역시,서구,30,4511
대주파크빌 작은도서관,광주광역시,서구,72,6000
소꿉놀이작은도서관,광주광역시,서구,20,9150
내방마루작은도서관,광주광역시,서구,6,4098
건강한 도서관,광주광역시,서구,20,10000
예일작은도서관,광주광역시,서구,12,6000
서문작은도서관,광주광역시,서구,10,5000
열린작은도서관,광주광역시,서구,30,5589
강아지똥어린이도서관,광주광역시,서구,20,5827
동천마을6단지작은도서관,광주광역시,서구,20,2584
작은도서관 동천마을 두잇공동체,광주광역시,서구,15,1200
여성친화 휴(休) 도서관,광주광역시,서구,36,2532
호반베르디움 작은도서관,광주광역시,서구,20,4000
서광작은도서관,광주광역시,서구,50,3369
책마을작은도서관,광주광역시,서구,10,1500
우리들의 쉼터 작은도서관,광주광역시,서구,20,20000
책더하기사랑작은도서관,광주광역시,서구,12,17000
푸른빛작은도서관,광주광역시,서구,20,3600
행복도서관,광주광역시,서구,20,6461
광천사랑숲작은도서관,광주광역시,서구,65,9200
꿈일굼터 작은도서관,광주광역시,서구,36,4471
상무작은도서관,광주광역시,서구,15,20000
신천힐탑작은도서관,광주광역시,서구,30,3000
운천골 작은도서관,광주광역시,서구,50,5000
브니엘작은도서관,광주광역시,서구,12,4164
글마루작은도서관,광주광역시,서구,20,1000
나눔새마을작은도서관,광주광역시,서구,20,1092
양동문고,광주광역시,서구,21,3700
광주천사계작은도서관,광주광역시,서구,29,20000
기아꿈터어린이도서관,광주광역시,서구,50,5500
버들도서관,광주광역시,서구,24,5626
상무버들1단지 작은도서관,광주광역시,서구,23,2000
광주제일교회도서관,광주광역시,서구,84,10300
발도르프희망작은도서관,광주광역시,서구,8,2500
보나담 금호대우 작은도서관,광주광역시,서구,7,4460
좋은씨앗작은도서관,광주광역시,서구,30,2416
신동아 아파트 작은도서관,광주광역시,서구,6,2000
아이꿈어린이도서관,광주광역시,서구,10,12000
지혜의쉼터작은도서관,광주광역시,서구,60,9000
움터작은도서관,광주광역시,서구,70,3100
엘림작은도서관,광주광역시,서구,16,1000
풍암호수작은도서관,광주광역시,서구,30,1944
서창한옥작은도서관,광주광역시,서구,38,1500
사과나무작은도서관,광주광역시,서구,20,1967
작은도서관 봄,광주광역시,서구,20,2172
에바다작은도서관,광주광역시,서구,10,3000
다독다독작은도서관,광주광역시,서구,80,5800
충주시립도서관,충청북도,충주시,517,389826
충현도서관,경기도,광명시,223,69591
하안도서관,경기도,광명시,806,315548
철산도서관,경기도,광명시,647,142764
소하도서관,경기도,광명시,388,31840
광명도서관,경기도,광명시,1276,197147
평생학습주제전문도서관,경기도,광명시,27,4632
전남도립도서관,전라남도,전라남도,543,223884
금정도서관,부산광역시,금정구,1168,233658
경기의정부교육도서관,경기도,의정부시,271,121445
홍파랑 북카페,서울특별시,종로구,10,6533
혜화마을 북카페,서울특별시,종로구,16,5473
통인어린이작은도서관,서울특별시,종로구,50,14425
창이 작은도서관,서울특별시,종로구,22,6166
지혜만들기 작은도서관,서울특별시,종로구,16,6568
이화마을 작은도서관,서울특별시,종로구,30,7989
숭인마루 작은도서관,서울특별시,종로구,18,5487
무악다솜방 작은도서관,서울특별시,종로구,30,5610
꿈꾸는 평창동 작은도서관,서울특별시,종로구,13,6113
청운효자동 북카페,서울특별시,종로구,37,6555
도담도담한옥도서관,서울특별시,종로구,30,5814
작은도서관 삼봉서랑,서울특별시,종로구,50,13870
삼청숲속 작은도서관,서울특별시,종로구,40,7933
청운문학도서관,서울특별시,종로구,115,21985
아름꿈도서관,서울특별시,종로구,97,21324
우리소리도서관,서울특별시,종로구,45,3188
어린이청소년국학도서관,서울특별시,종로구,80,3880
대구광역시립중앙도서관,대구광역시,중구,1729,525417
대구광역시립동부도서관,대구광역시,동구,1566,304741
대구광역시립남부도서관,대구광역시,남구,1438,316188
대구광역시립서부도서관,대구광역시,서구,1439,298734
대구2.28기념학생도서관,대구광역시,동구,847,245223
대구광역시립수성도서관,대구광역시,수성구,1031,283392
대구광역시립북부도서관,대구광역시,북구,820,263980
대구광역시립두류도서관,대구광역시,달서구,639,277932
대구광역시립달성도서관,대구광역시,달성군,275,133628
연제도서관,부산광역시,연제구,192,83303
배산작은도서관,부산광역시,연제구,35,14937
거제2동새마을문고작은도서관,부산광역시,연제구,25,16702
밤골작은도서관,부산광역시,연제구,33,12865
해뜰작은도서관,부산광역시,연제구,33,19703
구례군매천도서관,전라남도,구례군,114,36215
경기중앙교육도서관,경기도,수원시,376,253612
우정혁신LH2차책사랑,울산광역시,중구,12,1300
책나무그늘도서관,울산광역시,중구,6,1098
해송작은도서관,울산광역시,중구,15,2519
에뜰3차아름도서관,울산광역시,중구,20,1215
우정아이파크작은도서관,울산광역시,중구,42,2000
솔로몬도서관,울산광역시,중구,18,1300
단장골북카페,울산광역시,중구,20,5527
신월도서관,울산광역시,중구,12,4348
다난작은도서관,울산광역시,중구,10,2727
우암작은도서관,울산광역시,중구,35,3334
학성작은도서관,울산광역시,중구,16,4027
세린작은도서관,울산광역시,중구,120,28278
꿈틀꿈틀작은도서관,울산광역시,중구,30,2700
유곡푸르지오책마루도서관,울산광역시,중구,32,3891
책의숲,울산광역시,중구,20,5688
페다고지,울산광역시,중구,30,3031
어깨동무도서관,울산광역시,중구,10,3600
작은도서관 책마을,울산광역시,중구,50,14340
에일린의뜰문고,울산광역시,중구,20,2700
남외푸르지오문고,울산광역시,중구,20,6853
꿈나무어린이문고,울산광역시,중구,20,1500
옥골샘도서관,울산광역시,중구,25,8510
태화루도서관,울산광역시,중구,33,9480
함월도서관,울산광역시,중구,71,13705
약숫골도서관,울산광역시,중구,191,22901
옥산도서관,충청북도,청주시,54,62906
신율봉도서관,충청북도,청주시,121,69715
시립도서관,충청북도,청주시,662,257212
상당도서관,충청북도,청주시,330,120378
청원도서관,충청북도,청주시,392,135756
오창호수도서관,충청북도,청주시,430,106254
오창도서관,충청북도,청주시,148,90123
오송도서관,충청북도,청주시,375,93779
서원도서관,충청북도,청주시,346,107303
흥덕도서관,충청북도,청주시,231,121383
강내도서관,충청북도,청주시,127,79080
충주시립도서관,충청북도,충주시,517,389826
제천시립도서관,충청북도,충청북도 제천시,156,277703
의병도서관,충청북도,충청북도 제천시,10,15141
제천여성도서관,충청북도,충청북도 제천시,144,68960
봉양도서관,충청북도,충청북도 제천시,48,57239
기적의도서관,충청북도,충청북도 제천시,180,101991
옥천군민도서관,충청북도,옥천군,102,59755
레인보우영동도서관,충청북도,영동군,104,41417
증평군립도서관,충청북도,증평군,601,56931
진천군립도서관,충청북도,진천군,372,72627
진천군립광혜원도서관,충청북도,진천군,100,50258
생거진천혁신도시도서관,충청북도,진천군,120,23164
음성도서관,충청북도,음성군,255,53662
금왕도서관,충청북도,음성군,170,58900
대소도서관,충청북도,음성군,100,39000
감곡도서관,충청북도,음성군,160,30362
매포공공도서관,충청북도,단양군,118,50741
다누리도서관,충청북도,단양군,87,86587
경기성남교육도서관,경기도,성남시,570,290363
시립중앙도서관,강원도,원주시,965,322544
태장도서관,강원도,원주시,67,28123
중천철학도서관,강원도,원주시,60,29282
책마실도서관,대구광역시,북구,30,10277
칠곡그린빌4단지 도서실,대구광역시,북구,24,4877
칠성휴먼시아 작은도서관,대구광역시,북구,15,5000
침산 코오롱 하늘채 2단지 작은도서관,대구광역시,북구,26,6754
하람어린이도서관,대구광역시,북구,30,3850
향기가 있는 열린공간 부엉이,대구광역시,북구,26,9200
화성그랜드파크 도서관 함지원,대구광역시,북구,10,2300
화성센트럴파크 도서관,대구광역시,북구,22,8636
매화도서관,대구광역시,북구,10,6000
메르디앙작은도서관,대구광역시,북구,20,4300
무지개작은도서관,대구광역시,북구,52,5000
복현푸르지오작은도서관,대구광역시,북구,16,1120
성광우방타운 주민도서실,대구광역시,북구,24,4800
아름다운작은도서관,대구광역시,북구,15,2500
은광작은도서관,대구광역시,북구,10,1600
작은도서관 수인제,대구광역시,북구,10,2500
작은인문학도서관 고인돌,대구광역시,북구,30,2047
대현이편한세상도서관,대구광역시,북구,45,8800
구수산도서관,대구광역시,북구,544,111209
대현도서관,대구광역시,북구,190,23724
태전도서관,대구광역시,북구,160,18712
더불어숲 도서관,대구광역시,북구,75,32460
꿈꾸는 마을도서관 도토리,대구광역시,북구,75,15170
사립공공 연암,대구광역시,북구,79,8717
고성동 작은도서관,대구광역시,북구,40,4665
노원동 작은도서관,대구광역시,북구,20,2967
산격1동 작은도서관,대구광역시,북구,30,3607
태전1동 작은도서관,대구광역시,북구,36,8398
침산1동 작은도서관,대구광역시,북구,39,4192
서변동 작은도서관,대구광역시,북구,40,5051
노원행복도서관,대구광역시,북구,20,1003
한강공원부키도서관,대구광역시,북구,10,2448
북구 어린이 도서관,대구광역시,북구,30,13020
U대회선수촌2단지 도서관,대구광역시,북구,50,8193
겨자씨도서관,대구광역시,북구,20,3800
그나라어린이도서관,대구광역시,북구,14,1200
글벗작은도서관,대구광역시,북구,60,10000
꿈가득 작은도서관,대구광역시,북구,22,2661
꿈꾸는도서관,대구광역시,북구,40,4066
꿈꾸는작은도서관,대구광역시,북구,24,1200
꿈이 있는 도서관,대구광역시,북구,20,4500
대현 휴 도서관,대구광역시,북구,35,4900
대현뜨란채도서관,대구광역시,북구,15,4900
잼나는작은도서관,대구광역시,북구,50,5500
세움작은도서관,대구광역시,북구,8,1200
천년나무작은도서관,대구광역시,북구,15,1000
모퉁이작은도서관,대구광역시,북구,12,15000
협성휴포레강북작은도서관,대구광역시,북구,12,1015
하늘샘작은도서관,대구광역시,북구,50,2000
이편한세상대구금호작은도서관,대구광역시,북구,39,1002
앤드도서관,대구광역시,북구,12,1200
김천시립도서관,경상북도,김천시,781,225452
푸름찬작은도서관,경상북도,김천시,23,12483
꿈앤들작은도서관,경상북도,김천시,12,11863
달봉산작은도서관,경상북도,김천시,28,14400
김산고을작은도서관,경상북도,김천시,31,16730
보랏빛꿈작은도서관,경상북도,김천시,16,14735
삼산이수작은도서관,경상북도,김천시,33,15705
고래실작은도서관,경상북도,김천시,14,12515
자두꽃작은도서관,경상북도,김천시,25,13082
큰숲작은도서관,경상북도,김천시,32,11687
드림밸리작은도서관,경상북도,김천시,63,18652
여주도서관,경기도,여주시,309,120191
세종도서관,경기도,여주시,177,164588
점동도서관,경기도,여주시,121,20987
산북작은도서관,경기도,여주시,72,17384
북내작은도서관,경기도,여주시,89,16996
고동람 작은도서관,경상북도,상주시,33,7479
공갈못 꿈꾸는 작은 도서관,경상북도,상주시,30,1209
모동 작은도서관,경상북도,상주시,50,1618
외서면 작은도서관,경상북도,상주시,30,1493
중앙도서관,경기도,안산시,526,306229
안산미디어라이브러리,경기도,안산시,0,23507
사이동꿈을키우는 작은도서관,경기도,안산시,36,11268
신길샛별 작은도서관,경기도,안산시,21,15331
석수골 작은도서관,경기도,안산시,25,15071
모두어린이 작은도서관,경기도,안산시,50,13306
안산다문화 작은도서관,경기도,안산시,29,12648
감골도서관,경기도,안산시,680,182046
성포도서관,경기도,안산시,530,157114
상록어린이도서관,경기도,안산시,441,122054
부곡도서관,경기도,안산시,86,24740
본오도서관,경기도,안산시,104,26677
반월도서관,경기도,안산시,276,27388
수암도서관,경기도,안산시,133,21054
본오3동만화작은도서관,경기도,안산시,26,16038
해양동작은도서관,경기도,안산시,26,8081
일동도서관,경기도,안산시,144,26016
본오1동 작은도서관,경기도,안산시,63,29325
안산평생학습관 작은도서관,경기도,안산시,15,10400
관산도서관,경기도,단원구,856,210320
단원어린이도서관,경기도,단원구,250,123923
선부도서관,경기도,단원구,262,42665
대부도서관,경기도,단원구,173,35898
원고잔도서관,경기도,단원구,148,33676
달미작은도서관,경기도,단원구,80,14072
당곡작은도서관,경기도,단원구,100,21572
와동책읽는방작은도서관,경기도,단원구,36,1966
선녀마을작은도서관,경기도,단원구,36,8916
근로복지작은도서관,경기도,단원구,51,20836
와동별빛누리작은도서관,경기도,단원구,50,13311
구미시립중앙도서관,경상북도,구미시,1366,345046
구미시립상모정수도서관,경상북도,구미시,640,85270
구미시립인동도서관,경상북도,구미시,1019,181089
구미시립봉곡도서관,경상북도,구미시,724,131514
구미시립선산도서관,경상북도,구미시,422,133599
구미시립원평으뜸도서관,경상북도,구미시,25,7064
구미시립해평누리도서관,경상북도,구미시,26,5467
송도2동작은도서관,인천광역시,연수구,60,14794
해돋이도서관,인천광역시,연수구,200,35735
연수1동작은도서관,인천광역시,연수구,60,5863
연수청학도서관,인천광역시,연수구,400,86433
연수어린이도서관,인천광역시,연수구,500,70397
송도국제어린이도서관,인천광역시,연수구,200,70161
옥련1동작은도서관,인천광역시,연수구,34,16480
옥련2동어린이작은도서관,인천광역시,연수구,100,37631
연수2동작은도서관,인천광역시,연수구,60,14130
송도3동작은도서관,인천광역시,연수구,30,7263
선학별빛도서관,인천광역시,연수구,200,25896
영산도서관,경상남도,창녕군,181,42496
포천시립중앙도서관,경기도,포천시,326,88418
포천시립소흘도서관,경기도,포천시,185,70131
포천시립가산도서관,경기도,포천시,54,27386
포천시립일동도서관,경기도,포천시,260,74361
포천시립영중꿈나무도서관,경기도,포천시,0,31472
포천시립영북도서관,경기도,포천시,38,24624
함평군립도서관,전라남도,함평군,68,25273
손불 작은도서관,전라남도,함평군,14,1350
대동 사랑방문고,전라남도,함평군,30,6538
학교면 작은도서관,전라남도,함평군,13,1484
해보 작은도서관,전라남도,함평군,18,8229
월야 작은도서관,전라남도,함평군,18,4404
통영시립도서관,경상남도,통영시,171,72483
통영시립충무도서관,경상남도,통영시,169,54215
통영시립산양도서관,경상남도,통영시,163,82044
통영시립욕지도서관,경상남도,통영시,52,46318
송곡도서관,충청남도,아산시,153,91911
배방도서관,충청남도,아산시,216,103896
둔포도서관,충청남도,아산시,89,97837
남산도서관,충청남도,아산시,166,50867
어린이도서관,충청남도,아산시,0,87100
탕정온샘도서관,충청남도,아산시,437,38548
문경시립중앙도서관,경상북도,문경시,657,103915
문경시립문희도서관,경상북도,문경시,229,65386
문경시립모전도서관,경상북도,문경시,231,69985
동로작은도서관,경상북도,문경시,16,3677
안동시립도서관,경상북도,안동시,346,108503
강남어린이도서관,경상북도,안동시,46,35889
공주시시립도서관(웅진관),충청남도,공주시,545,158167
공주시시립도서관(강북관),충청남도,공주시,390,144190
마포중앙도서관,서울특별시,마포구,620,106902
마포구립하늘도서관,서울특별시,마포구,130,35756
마포구립서강도서관,서울특별시,마포구,153,67778
마포어린이영어도서관,서울특별시,마포구,20,19422
꿈나래어린이영어도서관,서울특별시,마포구,40,17928
꿈을이루는작은도서관,서울특별시,마포구,20,18096
아름드리작은도서관,서울특별시,마포구,20,18536
해오름작은도서관,서울특별시,마포구,32,15634
성메작은도서관,서울특별시,마포구,20,18445
성산글마루작은도서관,서울특별시,마포구,20,15679
늘푸른소나무작은도서관,서울특별시,마포구,20,18491
복사골작은도서관,서울특별시,마포구,35,14388
용강동작은도서관,서울특별시,마포구,20,13303
마포푸르메어린이도서관,서울특별시,마포구,70,9950
강릉교육문화관,강원도,강릉시,305,180444
고성교육도서관,강원도,고성군,66,69818
동해교육도서관,강원도,동해시,299,111947
명주교육도서관,강원도,강릉시,300,106700
문막교육도서관,강원도,원주시,84,88533
삼척교육문화관,강원도,삼척시,215,158146
속초교육도서관,강원도,속초시,170,90804
속초교육문화관,강원도,속초시,298,150652
양구교육도서관,강원도,양구군,588,97882
양양교육도서관,강원도,양양군,118,83720
영월교육도서관,강원도,영월군,96,89743
원주교육문화관,강원도,원주시,807,232154
인제교육도서관,강원도,인제군,138,88513
정선교육도서관,강원도,정선군,108,97947
철원교육도서관,강원도,철원군,231,76314
춘성교육도서관,강원도,춘천시,68,60431
춘천교육문화관,강원도,춘천시,395,164608
태백교육도서관,강원도,태백시,165,91477
평창교육도서관,강원도,평창군,76,83321
홍천교육도서관,강원도,홍천군,114,109564
화천교육도서관,강원도,화천군,89,70149
횡성교육도서관,강원도,횡성군,118,87243
철마도서관,전라남도,진도군,141,37441
계룡도서관,충청남도,계룡시,414,72359
엄사도서관,충청남도,계룡시,313,61899
